Latitude,Longitude,Sample Date,blue,red,green,nir,swir16,swir22,NDMI,MNDWI,NDVI
-25.127778,27.628889,18-01-2011,4984.0,5122.0,5189.5,7814.0,6664.0,5222.0,0.07943086061610664,-0.12439363900957418,0.20810142238713505
-25.20639,27.558,18-01-2011,10039.0,9985.0,10466.5,14137.5,10315.5,8536.0,0.1562998405103662,0.007265903185448912,0.17214219090061075
-24.69514,27.40906,18-01-2011,9921.0,10524.0,10647.0,15543.0,11919.5,9642.5,0.13194355939918023,-0.056388895043537744,0.1925422948555638
-25.681111,31.783333,18-01-2011,9686.5,11154.0,10809.0,13298.5,10191.0,9261.0,0.13229315225951965,0.02942857142857129,0.08770064410591928
-27.802778,28.768333,18-01-2011,8857.5,9811.5,9803.5,12128.5,9325.0,8486.0,0.13067797795231487,0.02501502992916316,0.10560619872379169
-27.398611,26.614722,18-01-2011,9253.5,10126.0,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556
-31.104278,29.399722,18-01-2011,,,,,,,,,
-31.396,29.2651,18-01-2011,9782.5,13003.0,11835.5,12488.0,8894.0,8335.0,0.16808530539706218,0.14189922574109293,-0.02020320897571684
-33.38056,19.30167,18-01-2011,9572.0,11320.5,10665.5,15820.0,16377.5,13975.0,-0.01731500892926464,-0.21121916947084196,0.16578544978906004
-33.31388889,19.07472222,18-01-2011,8765.0,9965.0,9546.5,13162.5,12786.0,10889.0,0.014509509220186083,-0.14505765140490254,0.13825532374878333
-27.495556,26.074722,18-01-2011,9490.5,11540.5,11044.5,17937.5,18143.5,14152.5,-0.005709376125938844,-0.24321639029738168,0.21700929506750724
-24.39619444,27.08983333,19-01-2011,,,,,,,,,
-26.970278,27.211111,19-01-2011,9671.5,11496.0,11040.0,10218.0,7946.5,7735.0,0.1250516116601056,0.16293155663234318,-0.05885603757944157
-26.880278,26.965,19-01-2011,8695.0,9354.5,9582.5,14265.0,14182.0,11071.5,0.0029177066122965415,-0.1935449935828644,0.20790025191049682
-27.273889,28.49,19-01-2011,8456.5,9407.5,9060.0,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.134564522435086
-27.3,28.586944,19-01-2011,8561.0,9929.5,9636.0,14954.0,14753.0,11537.5,0.006766082068199392,-0.20980770019270897,0.2019209516346165
-27.044444,27.005,19-01-2011,8882.5,9503.5,9908.0,17418.5,13987.0,10115.0,0.10926430083902466,-0.17070516844528075,0.2939974741846806
-30.568333,29.422778,19-01-2011,8429.5,8964.5,9196.5,16880.0,12987.5,10366.5,0.1303256047543312,-0.17088892895780666,0.3062740621795728
-30.570833,29.150556,19-01-2011,,,,,,,,,
-34.031944,22.053333,19-01-2011,7784.0,7826.0,7859.0,9058.0,8310.0,7822.0,0.04306771073238115,-0.027892881439792024,0.07296849087893821
-33.13083,18.86278,19-01-2011,9873.5,12122.5,11456.5,15187.0,14527.0,12799.0,0.022211752036077198,-0.11817114707410427,0.11221369852981523
-33.7075,18.97444444,19-01-2011,8918.0,10330.5,9913.0,14270.0,13652.0,11469.5,0.022133085022562775,-0.15866751538298257,0.16013902156460172
-25.57877778,29.12747222,19-01-2011,9017.0,11586.5,10076.0,13560.0,16388.0,13014.0,-0.09443034593295013,-0.23851269649334858,0.07848010657546746
-26.006389,29.253889,20-01-2011,,,,,,,,,
-27.02314,28.59389,20-01-2011,8893.0,10129.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827
-30.679722,26.7125,20-01-2011,9235.5,11938.0,10548.0,13400.0,7764.0,7659.0,0.26630126630126505,0.15203145478374755,0.05769989738732317
-28.460833,21.248889,20-01-2011,10832.0,13063.0,12046.5,14599.0,12067.0,11038.5,0.09495237380934489,-0.0008501461836730428,0.05552743836309719
-30.77586667,29.03221667,20-01-2011,,,,,,,,,
-24.925278,29.324444,21-01-2011,8655.0,9276.5,9112.0,13185.0,13904.5,11277.0,-0.026560106314254504,-0.20822018986379248,0.1740088596042109
-28.460833,21.248889,21-01-2011,10832.0,13063.0,12046.5,14599.0,12067.0,11038.5,0.09495237380934489,-0.0008501461836730428,0.05552743836309719
-24.679167,30.8025,24-01-2011,8832.5,10583.0,9505.5,12245.0,14908.5,13718.0,-0.0980904855727619,-0.22130744654706228,0.07280532679165905
-25.99136,27.84208,24-01-2011,10629.0,11898.0,11771.5,18631.5,16495.0,12815.0,0.060823025351230374,-0.1671059381246346,0.22055716601975067
-25.49037,30.6986,24-01-2011,8148.5,8241.5,8325.0,10676.0,8915.5,8274.0,0.08986039864226789,-0.034250746788086,0.12869036606316836
-26.970278,27.211111,24-01-2011,9671.5,11496.0,11040.0,10218.0,7946.5,7735.0,0.1250516116601056,0.16293155663234318,-0.05885603757944157
-27.671111,27.236944,24-01-2011,9693.5,11237.5,10943.0,14887.0,13522.0,11403.0,0.04804815375409185,-0.10541590026568524,0.13969645352064103
-27.356667,27.286389,24-01-2011,8718.0,9290.0,9502.5,16828.5,12665.5,9643.0,0.1411473520037969,-0.14268314687838263,0.2886268353848794
-27.01011111,26.69808333,25-01-2011,9344.0,10728.5,10433.5,12433.5,9579.5,8531.5,0.1296506609730608,0.04267226302903092,0.0736119506087554
-26.98472222,26.63227778,25-01-2011,9414.0,10262.5,10207.0,13683.0,14011.5,11850.5,-0.01186156095975731,-0.15709065383900672,0.14284521099997854
-27.398611,26.614722,25-01-2011,9253.5,10126.0,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556
-33.818056,19.694722,25-01-2011,,,,,,,,,
-25.45963889,28.26430556,25-01-2011,9139.0,11096.0,9926.0,13959.0,15156.5,12552.5,-0.0411292953924884,-0.20853184491179028,0.1142686090600674
-33.897778,20.012778,25-01-2011,8707.0,9119.0,9154.0,13871.0,11520.0,9420.0,0.0925918632586346,-0.1144432620682978,0.20669856459330055
-25.81048333,27.90955222,26-01-2011,8693.0,9553.5,9753.0,16870.5,13408.0,10257.0,0.11435507042951232,-0.15780838478476683,0.2769073569482279
-34.065833,20.404167,26-01-2011,8061.0,8402.0,8387.0,13535.0,10165.0,8604.0,0.14219409282700363,-0.09583872358775283,0.2339882390481824
-24.058889,31.237222,26-01-2011,8702.0,9677.5,9468.5,14757.5,13111.5,10821.0,0.059062040259786654,-0.16133746678476457,0.20789850624104683
-26.648056,27.089444,26-01-2011,8535.0,8963.5,9597.0,19310.5,12954.5,9447.5,0.1969936463660307,-0.14888144912755183,0.36595458725330565
-26.880278,26.965,26-01-2011,8695.0,9354.5,9582.5,14265.0,14182.0,11071.5,0.0029177066122965415,-0.1935449935828644,0.20790025191049682
-27.273889,28.49,26-01-2011,8456.5,9407.5,9060.0,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.134564522435086
-27.044444,27.005,26-01-2011,8882.5,9503.5,9908.0,17418.5,13987.0,10115.0,0.10926430083902466,-0.17070516844528075,0.2939974741846806
-34.092222,21.295278,26-01-2011,8666.0,9683.0,9525.0,14913.0,13943.0,11317.0,0.03361519268089814,-0.18825634907107472,0.21263620100829317
-27.02314,28.59389,27-01-2011,8893.0,10129.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827
-26.73806,27.59194,27-01-2011,8719.0,8961.0,9167.0,9089.5,7963.0,7740.0,0.066060694912769,0.07028604786923486,0.00711891637350762
-28.760833,17.730278,30-01-2011,9557.0,12802.0,11426.0,11190.0,7687.5,7645.0,0.18553833929280794,0.19559473670442257,-0.06718906302100673
-26.861111,28.884722,31-01-2011,8691.0,9241.5,9550.0,17658.5,13746.5,10574.0,0.12456615188664187,-0.18013435494602117,0.31289962825278694
-26.73806,27.59194,31-01-2011,8719.0,8961.0,9167.0,9089.5,7963.0,7740.0,0.066060694912769,0.07028604786923486,0.00711891637350762
-25.127778,27.628889,01-02-2011,4984.0,5122.0,5189.5,7814.0,6664.0,5222.0,0.07943086061610664,-0.12439363900957418,0.20810142238713505
-24.69514,27.40906,01-02-2011,9921.0,10524.0,10647.0,15543.0,11919.5,9642.5,0.13194355939918023,-0.056388895043537744,0.1925422948555638
-27.363611,31.783333,01-02-2011,8437.0,8994.5,9281.0,17894.5,13078.0,9695.0,0.15550891920251786,-0.16981975938100913,0.3309903678083963
-27.802778,28.768333,01-02-2011,8857.5,9811.5,9803.5,12128.5,9325.0,8486.0,0.13067797795231487,0.02501502992916316,0.10560619872379169
-29.160278,26.573333,01-02-2011,,,,,,,,,
-34.329722,18.990278,01-02-2011,8637.5,9581.5,8959.0,10864.0,12654.0,11808.5,-0.07611191427842472,-0.1709619210660243,0.06272773960040076
-25.20639,27.558,02-02-2011,10039.0,9985.0,10466.5,14137.5,10315.5,8536.0,0.1562998405103662,0.007265903185448912,0.17214219090061075
-23.281,30.54305556,03-02-2011,11432.0,12142.0,11879.5,17210.0,18270.5,15619.5,-0.029889657699299528,-0.21197346600331607,0.17266285091305475
-28.801278,31.955389,03-02-2011,8429.0,9127.5,9427.0,16685.5,12127.0,9348.0,0.15821258134490185,-0.12526677182889429,0.29279820245612564
-27.00222,28.76528,03-02-2011,8743.0,9947.0,9691.0,13724.0,13005.5,10754.5,0.02688041302680549,-0.1460357323816441,0.15956233365721703
-27.02314,28.59389,03-02-2011,8893.0,10129.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827
-27.3,28.586944,03-02-2011,8561.0,9929.5,9636.0,14954.0,14753.0,11537.5,0.006766082068199392,-0.20980770019270897,0.2019209516346165
-30.679722,26.7125,03-02-2011,9235.5,11938.0,10548.0,13400.0,7764.0,7659.0,0.26630126630126505,0.15203145478374755,0.05769989738732317
-28.460833,21.248889,03-02-2011,10832.0,13063.0,12046.5,14599.0,12067.0,11038.5,0.09495237380934489,-0.0008501461836730428,0.05552743836309719
-28.460833,21.248889,04-02-2011,10832.0,13063.0,12046.5,14599.0,12067.0,11038.5,0.09495237380934489,-0.0008501461836730428,0.05552743836309719
-29.140556,31.391944,07-02-2011,9784.5,12548.0,11594.0,13930.0,8610.0,8471.0,0.23602484472049587,0.1476935260344479,0.05219427449203093
-25.99136,27.84208,07-02-2011,10629.0,11898.0,11771.5,18631.5,16495.0,12815.0,0.060823025351230374,-0.1671059381246346,0.22055716601975067
-24.058889,31.237222,07-02-2011,8702.0,9677.5,9468.5,14757.5,13111.5,10821.0,0.059062040259786654,-0.16133746678476457,0.20789850624104683
-26.73806,27.59194,07-02-2011,8719.0,8961.0,9167.0,9089.5,7963.0,7740.0,0.066060694912769,0.07028604786923486,0.00711891637350762
-30.86013889,29.07125,07-02-2011,9396.0,11634.0,10724.5,14558.0,11450.0,10000.5,0.11950169178714197,-0.032717761392590444,0.11163714111178943
-27.356667,27.286389,07-02-2011,8718.0,9290.0,9502.5,16828.5,12665.5,9643.0,0.1411473520037969,-0.14268314687838263,0.2886268353848794
-28.058889,30.373611,07-02-2011,8452.5,9431.0,9326.0,14514.0,12189.5,9706.0,0.08704851423970608,-0.13309009783644288,0.21227813739820334
-27.01011111,26.69808333,08-02-2011,9344.0,10728.5,10433.5,12433.5,9579.5,8531.5,0.1296506609730608,0.04267226302903092,0.0736119506087554
-27.169444,29.233889,08-02-2011,4315.5,4762.0,4774.0,6219.0,5600.5,4803.0,0.05232877871314309,-0.07966648995132218,0.13268372643657106
-26.98472222,26.63227778,08-02-2011,9414.0,10262.5,10207.0,13683.0,14011.5,11850.5,-0.01186156095975731,-0.15709065383900672,0.14284521099997854
-27.398611,26.614722,08-02-2011,9253.5,10126.0,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556
-27.573056,24.746389,08-02-2011,8658.0,9470.0,9767.5,17012.5,12108.0,9335.0,0.16842087189436938,-0.10699184018650955,0.28481072406305946
-33.501667,21.624167,08-02-2011,,,,,,,,,
-32.502778,19.535833,08-02-2011,10579.0,14613.0,13104.0,17653.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,0.09421682266162495
-25.45963889,28.26430556,08-02-2011,9139.0,11096.0,9926.0,13959.0,15156.5,12552.5,-0.0411292953924884,-0.20853184491179028,0.1142686090600674
-26.970278,27.211111,09-02-2011,9671.5,11496.0,11040.0,10218.0,7946.5,7735.0,0.1250516116601056,0.16293155663234318,-0.05885603757944157
-27.273889,28.49,09-02-2011,8456.5,9407.5,9060.0,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.134564522435086
-28.69485,28.23487,09-02-2011,8267.0,9143.0,8931.0,14198.0,11670.0,9620.0,0.0977269212927165,-0.1329547109363617,0.21657169787069872
-28.883333,27.89,09-02-2011,8398.5,9399.5,9248.0,14007.5,12553.5,9979.0,0.054741914837543565,-0.15161800793523314,0.19686418592728588
-27.02314,28.59389,10-02-2011,8893.0,10129.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827
-30.679722,26.7125,10-02-2011,9170.0,11413.0,10468.0,11724.0,7895.0,7622.0,0.1951679494367695,0.1401187169852413,0.013441673509962341
-30.534167,24.961944,10-02-2011,9795.0,10773.5,10835.0,15132.5,13586.0,11169.0,0.05385030555217002,-0.11264894967446006,0.1682621786458729
-34.031944,22.053333,10-02-2011,7784.0,7826.0,7859.0,9058.0,8310.0,7822.0,0.04306771073238115,-0.027892881439792024,0.07296849087893821
-34.039722,22.133333,10-02-2011,8506.0,9608.0,9266.0,13491.5,13393.0,11250.5,0.00366382116089195,-0.18213513394236208,0.16812052208922199
-32.595833,19.009444,10-02-2011,9227.5,10903.5,10334.0,15218.5,14735.0,12208.5,0.016141686280401236,-0.17555546691132407,0.1651864328918147
-28.801278,31.955389,11-02-2011,8429.0,9127.5,9427.0,16685.5,12127.0,9348.0,0.15821258134490185,-0.12526677182889429,0.29279820245612564
-29.658056,25.973333,11-02-2011,9396.0,11157.5,10765.0,14001.0,12520.0,10583.0,0.055842539874061854,-0.07537041013527991,0.11302343144464054
-28.068333,31.55,11-02-2011,8688.0,10059.0,9854.5,16337.5,14979.0,11663.0,0.04337968802388504,-0.20635431976966515,0.23785350330536156
-28.760833,17.730278,13-02-2011,9557.0,12802.0,11426.0,11190.0,7687.5,7645.0,0.18553833929280794,0.19559473670442257,-0.06718906302100673
-29.7775,29.470833,14-02-2011,8429.5,8978.5,9355.0,16079.5,12341.5,9665.5,0.13152246578234358,-0.1376489295508486,0.28338255247824934
-29.987778,29.851667,14-02-2011,8647.5,9390.5,9616.0,19052.5,14601.0,11173.5,0.13227450339489166,-0.2058471321798728,0.33969693773511817
-29.744167,29.905833,14-02-2011,8721.0,9448.0,9829.5,15146.5,12551.0,9830.5,0.09370881848542253,-0.12160139407073069,0.2316981438939591
-26.861111,28.884722,14-02-2011,8691.0,9241.5,9550.0,17658.5,13746.5,10574.0,0.12456615188664187,-0.18013435494602117,0.31289962825278694
-26.45,28.085833,14-02-2011,9502.5,12540.0,10720.0,15210.0,17974.0,14201.0,-0.08329315332690428,-0.2528054645570494,0.09621621621621587
-31.396,29.2651,14-02-2011,9782.5,13003.0,11835.5,12488.0,8894.0,8335.0,0.16808530539706218,0.14189922574109293,-0.02020320897571684
-25.20639,27.558,15-02-2011,10039.0,9985.0,10466.5,14137.5,10315.5,8536.0,0.1562998405103662,0.007265903185448912,0.17214219090061075
-24.69514,27.40906,15-02-2011,9921.0,10524.0,10647.0,15543.0,11919.5,9642.5,0.13194355939918023,-0.056388895043537744,0.1925422948555638
-26.006389,29.253889,15-02-2011,,,,,,,,,
-27.802778,28.768333,15-02-2011,8857.5,9811.5,9803.5,12128.5,9325.0,8486.0,0.13067797795231487,0.02501502992916316,0.10560619872379169
-27.398611,26.614722,15-02-2011,9253.5,10126.0,10247.0,15515.5,12823.0,10403.5,0.09501208603137042,-0.11166016471608102,0.21018661154768556
-27.671111,27.236944,15-02-2011,9693.5,11237.5,10943.0,14887.0,13522.0,11403.0,0.04804815375409185,-0.10541590026568524,0.13969645352064103
-29.160278,26.573333,15-02-2011,,,,,,,,,
-30.568333,29.422778,15-02-2011,8679.0,9031.5,9417.0,17023.0,13069.5,10005.5,0.13137825039461618,-0.16243079180841768,0.3067224471780295
-30.570833,29.150556,15-02-2011,,,,,,,,,
-33.38056,19.30167,15-02-2011,9572.0,11320.5,10665.5,15820.0,16377.5,13975.0,-0.01731500892926464,-0.21121916947084196,0.16578544978906004
-33.31388889,19.07472222,15-02-2011,8765.0,9965.0,9546.5,13162.5,12786.0,10889.0,0.014509509220186083,-0.14505765140490254,0.13825532374878333
-27.495556,26.074722,15-02-2011,9490.5,11540.5,11044.5,17937.5,18143.5,14152.5,-0.005709376125938844,-0.24321639029738168,0.21700929506750724
-25.436111,31.982222,16-02-2011,,,,,,,,,
-24.39619444,27.08983333,16-02-2011,,,,,,,,,
-25.67386,31.57527,16-02-2011,8695.5,8727.5,9328.0,17360.5,12598.5,9475.0,0.1589505657732229,-0.1491574122636985,0.33091842992946824
-30.733889,29.828333,16-02-2011,8675.0,9723.0,9712.5,16068.0,14358.0,11011.0,0.05620193255768075,-0.19299557549697685,0.24601605211120064
-30.398056,30.601944,16-02-2011,8320.0,8930.0,9213.5,17011.0,12459.5,9742.5,0.1544425781713912,-0.14977160522308797,0.31151459080220384
-27.273889,28.49,16-02-2011,8456.5,9407.5,9060.0,12333.0,9264.5,8181.0,0.14207662923949466,-0.011159922508117488,0.134564522435086
-27.3,28.586944,16-02-2011,8561.0,9929.5,9636.0,14954.0,14753.0,11537.5,0.006766082068199392,-0.20980770019270897,0.2019209516346165
-27.044444,27.005,16-02-2011,8882.5,9503.5,9908.0,17418.5,13987.0,10115.0,0.10926430083902466,-0.17070516844528075,0.2939974741846806
-30.86013889,29.07125,16-02-2011,9396.0,11634.0,10724.5,14558.0,11450.0,10000.5,0.11950169178714197,-0.032717761392590444,0.11163714111178943
-30.77586667,29.03221667,16-02-2011,,,,,,,,,
-33.13083,18.86278,16-02-2011,9873.5,12122.5,11456.5,15187.0,14527.0,12799.0,0.022211752036077198,-0.11817114707410427,0.11221369852981523
-24.925278,29.324444,17-02-2011,8655.0,9276.5,9112.0,13185.0,13904.5,11277.0,-0.026560106314254504,-0.20822018986379248,0.1740088596042109
-27.00222,28.76528,17-02-2011,8743.0,9947.0,9691.0,13724.0,13005.5,10754.5,0.02688041302680549,-0.1460357323816441,0.15956233365721703
-27.02314,28.59389,17-02-2011,8893.0,10129.0,9969.5,11490.5,10372.5,9135.0,0.05113662351918744,-0.01981122800117973,0.0629755544762827
-22.43772222,31.07805556,18-02-2011,8479.0,9460.0,9030.0,13383.5,12118.0,10110.5,0.04962453189028077,-0.14601853603177536,0.17175564164860826
-29.803611,30.516111,18-02-2011,8763.0,9429.0,9643.0,15906.0,14471.0,11037.0,0.04723968792178278,-0.20021564236543005,0.25565423327412573
-25.99136,27.84208,21-02-2011,10629.0,11898.0,11771.5,18631.5,16495.0,12815.0,0.060823025351230374,-0.1671059381246346,0.22055716601975067
-26.861111,28.884722,21-02-2011,8691.0,9241.5,9550.0,17658.5,13746.5,10574.0,0.12456615188664187,-0.18013435494602117,0.31289962825278694
-26.73806,27.59194,21-02-2011,8719.0,8961.0,9167.0,9089.5,7963.0,7740.0,0.066060694912769,0.07028604786923486,0.00711891637350762
-26.45,28.085833,21-02-2011,9502.5,12540.0,10720.0,15210.0,17974.0,14201.0,-0.08329315332690428,-0.2528054645570494,0.09621621621621587
-27.01011111,26.69808333,22-02-2011,9344.0,10728.5,10433.5,12433.5,9579.5,8531.5,0.1296506609730608,0.04267226302903092,0.0736119506087554
-27.169444,29.233889,22-02-2011,4315.5,4762.0,4774.0,6219.0,5600.5,4803.0,0.05232877871314309,-0.07966648995132218,0.13268372643657106
