Latitude,Longitude,Sample Date,aet,def,q
-29.7775,29.470833,14-02-2011,138.3,0.0,7.4
-29.987778,29.851667,14-02-2011,122.4,13.6,6.4
-29.744167,29.905833,14-02-2011,121.1,20.5,6.300000000000001
-26.861111,28.884722,14-02-2011,85.200005,75.8,4.5
-26.45,28.085833,14-02-2011,86.0,76.5,4.5
-31.396,29.2651,14-02-2011,119.5,15.0,4.9
-25.20639,27.558,15-02-2011,108.0,62.0,5.6000000000000005
-24.69514,27.40906,15-02-2011,115.6,57.3,6.0
-26.006389,29.253889,15-02-2011,92.3,59.7,4.800000000000001
-27.802778,28.768333,15-02-2011,102.8,56.3,5.4
-27.398611,26.614722,15-02-2011,80.9,111.0,4.2
-27.671111,27.236944,15-02-2011,89.8,93.1,4.7
-29.160278,26.573333,15-02-2011,80.4,109.700005,4.2
-30.568333,29.422778,15-02-2011,101.5,36.2,5.300000000000001
-30.570833,29.150556,15-02-2011,104.1,34.8,5.4
-33.38056,19.30167,15-02-2011,14.400001,179.90001,0.7000000000000001
-33.31388889,19.07472222,15-02-2011,15.1,190.8,0.7000000000000001
-27.495556,26.074722,15-02-2011,76.3,117.9,4.0
-25.436111,31.982222,16-02-2011,60.0,88.9,3.1
-24.39619444,27.08983333,16-02-2011,92.6,76.6,4.800000000000001
-25.67386,31.57527,16-02-2011,78.1,76.700005,4.1000000000000005
-30.733889,29.828333,16-02-2011,120.0,12.400001,5.7
-30.398056,30.601944,16-02-2011,127.0,7.7000003,6.300000000000001
-27.273889,28.49,16-02-2011,100.1,64.200005,5.2
-27.3,28.586944,16-02-2011,99.1,64.3,5.2
-27.044444,27.005,16-02-2011,89.200005,89.5,4.7
-30.86013889,29.07125,16-02-2011,97.700005,42.9,5.1000000000000005
-30.77586667,29.03221667,16-02-2011,100.200005,41.3,5.2
-33.13083,18.86278,16-02-2011,12.7,194.40001,0.6000000000000001
-24.925278,29.324444,17-02-2011,104.5,57.9,5.5
-27.00222,28.76528,17-02-2011,91.200005,70.4,4.800000000000001
-27.02314,28.59389,17-02-2011,93.3,69.8,4.9
-22.43772222,31.07805556,18-02-2011,106.700005,65.3,5.6000000000000005
-29.803611,30.516111,18-02-2011,116.5,17.7,6.0
-25.99136,27.84208,21-02-2011,94.200005,66.9,4.9
-26.861111,28.884722,21-02-2011,85.200005,75.8,4.5
-26.73806,27.59194,21-02-2011,92.0,76.1,4.800000000000001
-26.45,28.085833,21-02-2011,86.0,76.5,4.5
-27.01011111,26.69808333,22-02-2011,86.6,96.9,4.5
-27.169444,29.233889,22-02-2011,86.0,71.3,4.5
-26.98472222,26.63227778,22-02-2011,87.4,94.0,4.6000000000000005
-27.398611,26.614722,22-02-2011,80.9,111.0,4.2
-29.160278,26.573333,22-02-2011,80.4,109.700005,4.2
-33.818056,19.694722,22-02-2011,12.900001,188.90001,0.6000000000000001
-25.81048333,27.90955222,23-02-2011,96.1,68.0,5.0
-29.641944,30.6875,23-02-2011,107.1,32.600002,5.6000000000000005
-34.065833,20.404167,23-02-2011,13.2,166.1,0.6000000000000001
-33.980556,21.653333,23-02-2011,15.8,148.7,0.8
-22.769722,30.886944,23-02-2011,114.9,44.9,6.0
-27.00222,28.76528,23-02-2011,91.200005,70.4,4.800000000000001
-27.02314,28.59389,23-02-2011,93.3,69.8,4.9
-27.38972222,26.46388889,23-02-2011,79.8,113.5,4.2
-27.398611,26.614722,23-02-2011,80.9,111.0,4.2
-27.671111,27.236944,23-02-2011,89.8,93.1,4.7
-27.356667,27.286389,23-02-2011,90.4,92.0,4.7
-33.897778,20.012778,23-02-2011,11.3,184.8,0.5
-23.763056,27.908611,24-02-2011,104.1,52.2,5.5
-23.23572222,27.717,24-02-2011,77.9,84.1,4.1000000000000005
-28.44555556,32.325,24-02-2011,87.5,57.3,4.3
-30.679722,26.7125,24-02-2011,64.9,116.0,3.4000000000000004
-30.160091,27.40124,24-02-2011,80.700005,90.6,4.2
-30.336111,27.359444,24-02-2011,79.3,92.6,4.1000000000000005
-28.460833,21.248889,24-02-2011,49.600002,195.1,2.6
-22.91028,29.61111,25-02-2011,107.0,44.9,5.6000000000000005
-28.760833,17.730278,27-02-2011,1.2,256.30002,0.1
-24.183889,30.823889,01-03-2011,90.0,62.3,4.7
-27.398611,26.614722,01-03-2011,80.9,111.0,4.2
-27.671111,27.236944,01-03-2011,89.8,93.1,4.7
-29.160278,26.573333,01-03-2011,80.4,109.700005,4.2
-27.495556,26.074722,01-03-2011,76.3,117.9,4.0
-23.658056,31.05,02-03-2011,62.2,94.200005,3.3000000000000003
-26.648056,27.089444,02-03-2011,89.6,81.3,4.7
-27.802778,28.768333,02-03-2011,102.8,56.3,5.4
-24.679167,30.8025,03-03-2011,141.7,1.6,7.4
-27.273889,28.49,03-03-2011,100.1,64.200005,5.2
-27.3,28.586944,03-03-2011,99.1,64.3,5.2
-30.679722,26.7125,03-03-2011,64.9,116.0,3.4000000000000004
-27.02314,28.59389,04-03-2011,93.3,69.8,4.9
-25.99136,27.84208,07-03-2011,94.200005,66.9,4.9
-31.554722,29.245556,07-03-2011,115.3,8.400001,5.300000000000001
-27.01011111,26.69808333,08-03-2011,86.6,96.9,4.5
-27.802778,28.768333,08-03-2011,102.8,56.3,5.4
-26.98472222,26.63227778,08-03-2011,87.4,94.0,4.6000000000000005
-27.398611,26.614722,08-03-2011,80.9,111.0,4.2
-27.671111,27.236944,08-03-2011,89.8,93.1,4.7
-29.160278,26.573333,08-03-2011,80.4,109.700005,4.2
-31.396,29.2651,08-03-2011,119.5,15.0,4.9
-25.45963889,28.26430556,08-03-2011,100.0,64.5,5.2
-25.81048333,27.90955222,09-03-2011,96.1,68.0,5.0
-22.225556,29.990556,09-03-2011,74.8,89.3,3.9000000000000004
-26.03611,30.99778,09-03-2011,137.7,17.9,7.1000000000000005
-28.404444,30.013056,09-03-2011,95.0,65.6,5.0
-29.380556,30.2775,09-03-2011,112.8,22.1,5.9
-26.648056,27.089444,09-03-2011,89.6,81.3,4.7
-26.970278,27.211111,09-03-2011,91.8,82.1,4.800000000000001
-27.273889,28.49,09-03-2011,100.1,64.200005,5.2
-27.3,28.586944,09-03-2011,99.1,64.3,5.2
-27.044444,27.005,09-03-2011,89.200005,89.5,4.7
-28.69485,28.23487,09-03-2011,98.6,62.100002,5.2
-28.883333,27.89,09-03-2011,101.0,63.2,5.300000000000001
-30.568333,29.422778,09-03-2011,101.5,36.2,5.300000000000001
-30.570833,29.150556,09-03-2011,104.1,34.8,5.4
-34.329722,18.990278,09-03-2011,27.2,131.0,1.2000000000000002
-30.830556,26.921389,10-03-2011,65.8,110.1,3.4000000000000004
-25.49037,30.6986,10-03-2011,118.4,26.300001,6.1000000000000005
-29.380556,30.2775,10-03-2011,112.8,22.1,5.9
-30.86013889,29.07125,10-03-2011,97.700005,42.9,5.1000000000000005
-30.77586667,29.03221667,10-03-2011,100.200005,41.3,5.2
-29.658056,25.973333,11-03-2011,67.700005,119.200005,3.6
-30.534167,24.961944,11-03-2011,42.600002,162.40001,2.2
-31.031389,28.883333,11-03-2011,98.0,40.9,5.1000000000000005
-34.039722,22.133333,11-03-2011,21.6,134.40001,1.1
-28.760833,17.730278,13-03-2011,1.2,256.30002,0.1
-29.7775,29.470833,14-03-2011,138.3,0.0,7.4
-29.987778,29.851667,14-03-2011,122.4,13.6,6.4
-29.744167,29.905833,14-03-2011,121.1,20.5,6.300000000000001
-26.861111,28.884722,14-03-2011,85.200005,75.8,4.5
-26.73806,27.59194,14-03-2011,92.0,76.1,4.800000000000001
-26.45,28.085833,14-03-2011,86.0,76.5,4.5
-25.127778,27.628889,15-03-2011,107.1,62.2,5.6000000000000005
-25.20639,27.558,15-03-2011,108.0,62.0,5.6000000000000005
-24.69514,27.40906,15-03-2011,115.6,57.3,6.0
-25.73411,27.21422,15-03-2011,108.9,55.100002,5.7
-26.006389,29.253889,15-03-2011,92.3,59.7,4.800000000000001
-28.747778,31.745833,15-03-2011,93.6,59.3,4.9
-30.733889,29.828333,15-03-2011,120.0,12.400001,5.7
-27.398611,26.614722,15-03-2011,80.9,111.0,4.2
-27.495556,26.074722,15-03-2011,76.3,117.9,4.0
-24.282222,28.090278,16-03-2011,94.8,60.600002,4.9
-30.398056,30.601944,16-03-2011,127.0,7.7000003,6.300000000000001
-30.27402,30.69602,16-03-2011,124.4,10.0,6.2
-26.880278,26.965,16-03-2011,89.6,85.9,4.7
-27.273889,28.49,16-03-2011,100.1,64.200005,5.2
-34.031944,22.053333,16-03-2011,20.6,136.90001,1.0
-23.763056,27.908611,17-03-2011,104.1,52.2,5.5
-27.00222,28.76528,17-03-2011,91.200005,70.4,4.800000000000001
-27.02314,28.59389,17-03-2011,93.3,69.8,4.9
-24.925278,29.324444,18-03-2011,104.5,57.9,5.5
-29.803611,30.516111,18-03-2011,116.5,17.7,6.0
-26.970278,27.211111,21-03-2011,91.8,82.1,4.800000000000001
-27.01011111,26.69808333,22-03-2011,86.6,96.9,4.5
-25.99136,27.84208,22-03-2011,94.200005,66.9,4.9
-26.861111,28.884722,22-03-2011,85.200005,75.8,4.5
-26.45,28.085833,22-03-2011,86.0,76.5,4.5
-27.398611,26.614722,22-03-2011,80.9,111.0,4.2
-33.501667,21.624167,22-03-2011,12.400001,176.7,0.7000000000000001
-33.31388889,19.07472222,22-03-2011,15.1,190.8,0.7000000000000001
-28.338333,31.373611,22-03-2011,90.0,58.5,4.7
-29.641944,30.6875,23-03-2011,107.1,32.600002,5.6000000000000005
-28.735556,29.820556,23-03-2011,99.9,58.0,5.2
-26.648056,27.089444,23-03-2011,89.6,81.3,4.7
-27.044444,27.005,23-03-2011,89.200005,89.5,4.7
-29.160278,26.573333,23-03-2011,80.4,109.700005,4.2
-33.13083,18.86278,23-03-2011,12.7,194.40001,0.6000000000000001
-25.45963889,28.26430556,23-03-2011,100.0,64.5,5.2
-25.81048333,27.90955222,24-03-2011,96.1,68.0,5.0
-27.602222,29.942778,24-03-2011,94.1,71.700005,4.9
-27.3,28.586944,24-03-2011,99.1,64.3,5.2
-33.38056,19.30167,24-03-2011,14.400001,179.90001,0.7000000000000001
-27.00222,28.76528,25-03-2011,91.200005,70.4,4.800000000000001
-27.02314,28.59389,25-03-2011,93.3,69.8,4.9
-30.160091,27.40124,25-03-2011,80.700005,90.6,4.2
-30.336111,27.359444,25-03-2011,79.3,92.6,4.1000000000000005
-28.760833,17.730278,27-03-2011,1.2,256.30002,0.1
-22.43772222,31.07805556,28-03-2011,106.700005,65.3,5.6000000000000005
-26.73806,27.59194,28-03-2011,92.0,76.1,4.800000000000001
-25.127778,27.628889,29-03-2011,107.1,62.2,5.6000000000000005
-25.20639,27.558,29-03-2011,108.0,62.0,5.6000000000000005
-24.69514,27.40906,29-03-2011,115.6,57.3,6.0
-27.169444,29.233889,29-03-2011,86.0,71.3,4.5
-26.98472222,26.63227778,29-03-2011,87.4,94.0,4.6000000000000005
-28.141944,26.417778,29-03-2011,79.5,113.4,4.2
-28.116667,26.725278,29-03-2011,80.1,108.6,4.2
-27.398611,26.614722,29-03-2011,80.9,111.0,4.2
-29.160278,26.573333,29-03-2011,80.4,109.700005,4.2
-27.495556,26.074722,29-03-2011,76.3,117.9,4.0
-34.065833,20.404167,30-03-2011,13.2,166.1,0.6000000000000001
-27.363611,31.783333,30-03-2011,72.3,82.1,3.8000000000000003
-26.905,32.324722,30-03-2011,50.4,109.1,2.6
-28.75,30.442778,30-03-2011,93.5,67.6,4.9
-29.161667,30.629722,30-03-2011,109.8,27.800001,5.7
-26.880278,26.965,30-03-2011,89.6,85.9,4.7
-27.398611,26.614722,30-03-2011,80.9,111.0,4.2
-28.69485,28.23487,30-03-2011,98.6,62.100002,5.2
-28.883333,27.89,30-03-2011,101.0,63.2,5.300000000000001
-33.818056,19.694722,30-03-2011,12.900001,188.90001,0.6000000000000001
-34.075556,20.145556,30-03-2011,13.8,169.40001,0.7000000000000001
-27.00222,28.76528,31-03-2011,91.200005,70.4,4.800000000000001
-27.02314,28.59389,31-03-2011,93.3,69.8,4.9
-30.679722,26.7125,31-03-2011,64.9,116.0,3.4000000000000004
-30.534167,24.961944,31-03-2011,42.600002,162.40001,2.2
-33.897778,20.012778,31-03-2011,11.3,184.8,0.5
-22.769722,30.886944,01-04-2011,114.9,44.9,6.0
-27.802778,28.768333,01-04-2011,102.8,56.3,5.4
-27.5275,30.858056,02-04-2011,102.700005,47.600002,5.4
-25.99136,27.84208,04-04-2011,94.200005,66.9,4.9
-25.513889,31.224444,04-04-2011,102.200005,47.2,5.300000000000001
-25.398889,31.610556,04-04-2011,67.4,79.4,3.5
-24.183889,30.823889,05-04-2011,90.0,62.3,4.7
-23.281,30.54305556,05-04-2011,95.0,59.4,5.0
-25.362222,31.956667,05-04-2011,59.600002,87.0,3.1
-29.380556,30.2775,05-04-2011,112.8,22.1,5.9
-27.398611,26.614722,05-04-2011,80.9,111.0,4.2
-25.45963889,28.26430556,05-04-2011,100.0,64.5,5.2
-25.81048333,27.90955222,06-04-2011,96.1,68.0,5.0
-23.658056,31.05,06-04-2011,62.2,94.200005,3.3000000000000003
-24.058889,31.237222,06-04-2011,60.100002,94.5,3.2
-24.034167,31.123611,06-04-2011,70.0,83.8,3.7
-24.99328,30.81444,06-04-2011,131.40001,0.0,7.300000000000001
-25.14944444,31.94055556,06-04-2011,59.8,87.0,3.1
-27.937778,31.209444,06-04-2011,78.3,76.0,4.1000000000000005
-28.404444,30.013056,06-04-2011,95.0,65.6,5.0
-26.880278,26.965,06-04-2011,89.6,85.9,4.7
-31.000833,26.353056,06-04-2011,51.4,129.8,2.7
-24.679167,30.8025,07-04-2011,141.7,1.6,7.4
-24.99328,30.81444,07-04-2011,131.40001,0.0,7.300000000000001
-27.02314,28.59389,07-04-2011,93.3,69.8,4.9
-28.760833,17.730278,10-04-2011,1.2,256.30002,0.1
-26.73806,27.59194,10-04-2011,92.0,76.1,4.800000000000001
-25.49037,30.6986,11-04-2011,118.4,26.300001,6.1000000000000005
-29.987778,29.851667,11-04-2011,122.4,13.6,6.4
-29.744167,29.905833,11-04-2011,121.1,20.5,6.300000000000001
-26.861111,28.884722,11-04-2011,85.200005,75.8,4.5
-26.970278,27.211111,11-04-2011,91.8,82.1,4.800000000000001
-26.45,28.085833,11-04-2011,86.0,76.5,4.5
-31.396,29.2651,11-04-2011,119.5,15.0,4.9
-31.554722,29.245556,11-04-2011,115.3,8.400001,5.300000000000001
-27.356667,27.286389,11-04-2011,90.4,92.0,4.7
-25.447222,30.711667,11-04-2011,116.0,30.6,6.0
-27.01011111,26.69808333,12-04-2011,86.6,96.9,4.5
-25.127778,27.628889,12-04-2011,107.1,62.2,5.6000000000000005
-25.20639,27.558,12-04-2011,108.0,62.0,5.6000000000000005
-24.69514,27.40906,12-04-2011,115.6,57.3,6.0
-25.73411,27.21422,12-04-2011,108.9,55.100002,5.7
-26.006389,29.253889,12-04-2011,92.3,59.7,4.800000000000001
-26.03611,30.99778,12-04-2011,137.7,17.9,7.1000000000000005
-28.801278,31.955389,12-04-2011,87.6,62.600002,4.5
-30.733889,29.828333,12-04-2011,120.0,12.400001,5.7
-27.169444,29.233889,12-04-2011,86.0,71.3,4.5
-27.802778,28.768333,12-04-2011,102.8,56.3,5.4
-26.98472222,26.63227778,12-04-2011,87.4,94.0,4.6000000000000005
-27.398611,26.614722,12-04-2011,80.9,111.0,4.2
-29.160278,26.573333,12-04-2011,80.4,109.700005,4.2
-30.568333,29.422778,12-04-2011,101.5,36.2,5.300000000000001
-30.570833,29.150556,12-04-2011,104.1,34.8,5.4
-33.501667,21.624167,12-04-2011,12.400001,176.7,0.7000000000000001
-27.495556,26.074722,12-04-2011,76.3,117.9,4.0
-25.57877778,29.12747222,12-04-2011,97.8,63.8,5.1000000000000005
-28.801278,31.955389,13-04-2011,87.6,62.600002,4.5
-30.398056,30.601944,13-04-2011,127.0,7.7000003,6.300000000000001
-30.27402,30.69602,13-04-2011,124.4,10.0,6.2
-26.648056,27.089444,13-04-2011,89.6,81.3,4.7
-27.044444,27.005,13-04-2011,89.200005,89.5,4.7
-31.031389,28.883333,13-04-2011,98.0,40.9,5.1000000000000005
-30.86013889,29.07125,13-04-2011,97.700005,42.9,5.1000000000000005
-24.925278,29.324444,14-04-2011,104.5,57.9,5.5
-27.00222,28.76528,14-04-2011,91.200005,70.4,4.800000000000001
-27.02314,28.59389,14-04-2011,93.3,69.8,4.9
-30.160091,27.40124,14-04-2011,80.700005,90.6,4.2
-30.336111,27.359444,14-04-2011,79.3,92.6,4.1000000000000005
-30.830556,26.921389,15-04-2011,65.8,110.1,3.4000000000000004
-27.902778,24.615556,15-04-2011,67.200005,140.8,3.5
-34.031944,22.053333,15-04-2011,20.6,136.90001,1.0
-29.803611,30.516111,15-04-2011,116.5,17.7,6.0
-22.43772222,31.07805556,16-04-2011,106.700005,65.3,5.6000000000000005
-25.99136,27.84208,18-04-2011,94.200005,66.9,4.9
-34.039722,22.133333,18-04-2011,21.6,134.40001,1.1
-28.735556,29.820556,19-04-2011,99.9,58.0,5.2
-27.802778,28.768333,19-04-2011,102.8,56.3,5.4
-33.38056,19.30167,19-04-2011,14.400001,179.90001,0.7000000000000001
-33.31388889,19.07472222,19-04-2011,15.1,190.8,0.7000000000000001
-27.356667,27.286389,19-04-2011,90.4,92.0,4.7
-28.068333,31.55,19-04-2011,73.5,85.6,3.9000000000000004
-27.398611,26.614722,20-04-2011,80.9,111.0,4.2
-29.160278,26.573333,20-04-2011,80.4,109.700005,4.2
-30.830556,26.921389,21-04-2011,65.8,110.1,3.4000000000000004
-27.363611,31.783333,21-04-2011,72.3,82.1,3.8000000000000003
-27.044444,27.005,21-04-2011,89.200005,89.5,4.7
-27.902778,24.615556,21-04-2011,67.200005,140.8,3.5
-28.760833,17.730278,25-04-2011,1.2,256.30002,0.1
-26.861111,28.884722,25-04-2011,85.200005,75.8,4.5
-26.970278,27.211111,25-04-2011,91.8,82.1,4.800000000000001
-26.45,28.085833,25-04-2011,86.0,76.5,4.5
